Sample Value
136185861
136185866
136251395
136120330
136316934
136185863
136185860
136185860
136251404
136185859
136251396
136251400
136185865
136185862
136251400
136185858
136185859
136251397
136120321
136185858
136185864
136120326
136251399
136251395
136251397
136251400
136251399
136120333
136185858
136185858
136120325
136185862
136185867
136120322
136316933
136185865
136251399
136185859
136185864
136251402
136185863
136251396
136251394
136185863
136251395
136251402
136251400
136120324
136185858
136251395
136251399
136251398
136251396
136185859
136251395
136185866
136251401
136251392
136185860
136120335
136251391
136251389
136316930
136251393
136251398
136251400
136185860
136185861
136185860
136251397
136185858
136185863
136185860
136251398
136185867
136185858
136185863
136120321
136185859
136251397
136185867
136185859
136120326
136185862
136251398
136185865
136251391
136185860
136316938
136185861
136185859
136251399
136251399
136185861
136251399
136185864
136185858
136120324
136316931
136251399
136185864
136251394
136251395
136120328
136251400
136185862
136251400
136251398
136185861
136120324
136251397
136251397
136185860
136120330
136185857
136185862
136251400
136251394
136316929
136251402
136185856
136185864
136251403
136251397
136185858
136120320
136251395
136120323
136251395
136251397
136185862
136185858
136185863
136185860
136251400
136185858
136185863
136185863
136185860
136251394
136251399
136185865
136251397
136185862
136251394
136185862
136185861
136185862
136185861
136251399
136185857
136185862
136185864
136120323
136120329
136251398
136251403
136185860
136185856
136185863
136251402
136120321
136185862
136185860
136185865
136120321
136120323
136185862
136251400
136185865
136120323
136120326
136251392
136185861
136251400
136185858
136251398
136120322
136185860
136251398
136251398
136185859
136251398
136185862
136316934
136185861
136185865
136251393
136251396
136251396
136185858
136251395
136251391
136185860
136185865
136185860
136185859
136120329
136120323
136185860
136185856
136251400
136185858
136120325
136185860
136185861
136251397
136185862
136185861
136120325
136185863
136185861
136185858
136185864
136185863
136054787
136251394
136185867
136185866
136251392
136251393
136120325
136185866
136251395
136120326
136251402
136185863
136120325
136251398
136185863
136251397
136251400
136251398
136185867
136251392
136251397
136251402
136120324
136251396
136185863
136185864
136251397
136251399
136185865
136120321
136251398
136185860
136120328
136120327
136120323
136251397
136185861
136251395
136185859
136185857
136185863
136185864
136185859
136185857
136185862
136251401
136185864
136251396
136251395
136251398
136120328
136185860
136251396
136185863
136185856
136185866
136120327
136185857
136185863
136185855
136251396
136251398
136120327
136316935
136251394
136185863
136185862
136185863
136120327
136251394
136185862
136251396
136251399
136251396
136251397
136251398
136185867
136185866
136251394
136185860
136185864
136185859
136120325
136185863
136251398
136185860
136251397
136251396
136185864
136251398
136251397
136251398
136251395
136316935
136251400
136251394
136251399
136185865
136185858
136120325
136120329
136251393
136185862
136185865
136185858
136251399
136054785
136185859
136120333
136185860
136251392
136185860
136120326
136251400
136185862
136185860
136185863
136185858
136120331
136251395
136185860
136185864
136251395
136185859
136251399
136251395
136251402
136185856
136251398
136185863
136251403
136251399
136185856
136185858
136251393
136185859
136185864
136251399
136251396
136185861
136251401
136185855
136185861
136251398
136251398
136185860
136251397
136185860
136251396
136185858
136185863
136251395
136251402
136316934
136251399
136185860
136120323
136316936
136185858
136251403
136185858
136251402
136185857
136251397
136185862
136251393
136185861
136185861
136185860
136251398
136251399
136185861
136185859
136251394
136185859
136251397
136185863
136185859
136251392
136185863
136120324
136185860
136185867
136185862
136251395
136185863
136185859
136185856
136185861
136185863
136185859
136251400
136185861
136251394
136120325
136185864
136251394
136185862
136185862
136251400
136185859
136251395
136251395
136251396
136251398
136185860
136185861
136251401
136251396
136185859
136185863
136185861
136120326
136251397
136185864
136185859
136185861
136185861
136120332
136251391
136251394
136185860
136185859
136185863
136185863
136185859
136251392
136185861
136251400
136185859
136185858
136316932
136185860
136185862
136251396
136185858
136185863
136120324
136120323
136251393
136251396
136251397
136185860
136185860
136185861
136251402
136251395
136185865
136251397
136251398
136120326
136185859
136251395
136185863
136185861
136251399
136120325
136251393
136251396
136251397
136251397
136316933
136185863
136251396
136251395
136185856
136185866
136251401
136185857
136185862
136251398
136251398
136251397
136251395
136251396
136251399
136251395
136251394
136251400
136316934
136251395
136251394
136120326
136251398
136251397
136251398
136316932
136316933
136185863
136251401
136251398
136251395
136185861
136120329
136185861
136185858
136185862
136316933
136251400
136251398
136251395
136251399
136185862
136251393
136185863
136251401
136251396
136251395
136185861
136185861
136251396
136251397
136120324
136185857
136185860
136120326
136185857
136185862
136120325
136251396
136185863
136251401
136251395
136185858
136185863
136251396
136185863
136185857
